Time (sec),Preproc Start Time (ns),Preproc End Time (ns),Preproc Time Elapsed (ms),Class Start Time (ns),Class End Time (ns),Class Time Elapsed (ms),Result,Confidence,,,Total Proc Time (ms),,Num,Classifications Per Second,,TOTAL Proc Time (ms),, ((TESTING LABEL))
73,1.8265E+14,1.8265E+14,471.774058,1.8265E+14,1.8265E+14,68.085476,daisy,0.68072486,,,539.859534,,129,2,,,,
74,1.8265E+14,1.82651E+14,467.911921,1.82651E+14,1.82651E+14,58.820787,daisy,0.5102582,,,526.732708,,130,1,,,,
75,1.82651E+14,1.82651E+14,469.713901,1.82651E+14,1.82651E+14,65.203131,daisy,0.67312926,,,534.917032,,131,2,,,,
75,1.82652E+14,1.82652E+14,466.597963,1.82652E+14,1.82652E+14,65.300006,daisy,0.6743302,,,531.897969,,132,2,,,,
76,1.82652E+14,1.82653E+14,466.238848,1.82653E+14,1.82653E+14,66.045527,daisy,0.42518708,,,532.284375,,133,2,,,,
76,1.82653E+14,1.82653E+14,467.971192,1.82653E+14,1.82653E+14,64.355163,daisy,0.6164648,,,532.326355,,134,1,,,,
77,1.82653E+14,1.82654E+14,466.476036,1.82654E+14,1.82654E+14,61.724485,daisy,0.5547652,,,528.200521,,135,2,,,,
77,1.82654E+14,1.82654E+14,469.447234,1.82654E+14,1.82654E+14,69.913445,daisy,0.5718998,,,539.360679,,136,2,,,,
78,1.82654E+14,1.82655E+14,467.114369,1.82655E+14,1.82655E+14,68.197767,daisy,0.58379185,,,535.312136,,137,2,,,,
79,1.82655E+14,1.82655E+14,471.92536,1.82655E+14,1.82655E+14,66.477142,daisy,0.5351849,,,538.402502,,138,1,,,,
79,1.82655E+14,1.82656E+14,464.709838,1.82656E+14,1.82656E+14,69.141413,daisy,0.5334979,,,533.851251,,139,2,,,,
80,1.82656E+14,1.82657E+14,472.260725,1.82657E+14,1.82657E+14,64.6011,daisy,0.55621487,,,536.861825,,140,2,,,,
80,1.82657E+14,1.82657E+14,474.208016,1.82657E+14,1.82657E+14,65.129381,daisy,0.60418606,,,539.337397,,141,2,,,,
81,1.82657E+14,1.82658E+14,471.329005,1.82658E+14,1.82658E+14,66.235528,daisy,0.5404605,,,537.564533,,142,1,,,,
81,1.82658E+14,1.82658E+14,466.96437,1.82658E+14,1.82658E+14,66.101413,daisy,0.612683,,,533.065783,,143,2,,,,
82,1.82658E+14,1.82659E+14,467.084994,1.82659E+14,1.82659E+14,64.724746,daisy,0.6655614,,,531.80974,,144,2,,,,
82,1.82659E+14,1.82659E+14,482.196141,1.82659E+14,1.82659E+14,60.454797,daisy,0.56424385,,,542.650938,,145,2,,,,
83,1.82659E+14,1.8266E+14,479.215673,1.8266E+14,1.8266E+14,69.074278,daisy,0.6949978,,,548.289951,,146,2,,,,
84,1.8266E+14,1.8266E+14,462.599109,1.8266E+14,1.82661E+14,67.03959,daisy,0.6584603,,,529.638699,,147,1,,,,
84,1.82661E+14,1.82661E+14,472.925307,1.82661E+14,1.82661E+14,80.703133,daisy,0.5209394,,,553.62844,,148,2,,,,
